,ki,kd,time
"(0.44, 0.30000000000000004)",0.44,0.30000000000000004,15.113147497177124
"(0.44, 0.4)",0.44,0.4,15.096929550170898
"(0.44, 0.5)",0.44,0.5,15.07314395904541
"(0.44, 0.6000000000000001)",0.44,0.6000000000000001,15.075480461120605
"(0.44, 0.7000000000000001)",0.44,0.7000000000000001,15.09057092666626
"(0.44, 0.8)",0.44,0.8,15.038882732391357
"(0.44, 0.9)",0.44,0.9,15.046093463897705
"(0.45, 0.0)",0.45,0.0,15.069258213043213
"(0.45, 0.1)",0.45,0.1,15.062913417816162
"(0.45, 0.2)",0.45,0.2,15.06397008895874
"(0.45, 0.30000000000000004)",0.45,0.30000000000000004,15.061541318893433
"(0.45, 0.4)",0.45,0.4,15.067883491516113
"(0.45, 0.5)",0.45,0.5,15.096966743469238
"(0.45, 0.6000000000000001)",0.45,0.6000000000000001,15.076703071594238
"(0.45, 0.7000000000000001)",0.45,0.7000000000000001,15.073504447937012
"(0.45, 0.8)",0.45,0.8,15.092658519744873
"(0.45, 0.9)",0.45,0.9,15.05384087562561
"(0.46, 0.0)",0.46,0.0,5.095327377319336
"(0.46, 0.1)",0.46,0.1,15.105234384536743
"(0.46, 0.2)",0.46,0.2,15.019459247589111
"(0.46, 0.30000000000000004)",0.46,0.30000000000000004,15.026527404785156
"(0.46, 0.4)",0.46,0.4,15.096023321151733
"(0.46, 0.5)",0.46,0.5,15.060285568237305
"(0.46, 0.6000000000000001)",0.46,0.6000000000000001,3.8690290451049805
"(0.46, 0.7000000000000001)",0.46,0.7000000000000001,15.042168140411377
"(0.46, 0.8)",0.46,0.8,15.083951950073242
"(0.46, 0.9)",0.46,0.9,15.082518577575684
"(0.47000000000000003, 0.0)",0.47000000000000003,0.0,15.080217599868774
"(0.47000000000000003, 0.1)",0.47000000000000003,0.1,15.05057978630066
"(0.47000000000000003, 0.2)",0.47000000000000003,0.2,15.003724336624146
"(0.47000000000000003, 0.30000000000000004)",0.47000000000000003,0.30000000000000004,15.025992155075073
"(0.47000000000000003, 0.4)",0.47000000000000003,0.4,15.102236270904541
"(0.47000000000000003, 0.5)",0.47000000000000003,0.5,15.063616037368774
"(0.47000000000000003, 0.6000000000000001)",0.47000000000000003,0.6000000000000001,15.0675528049469
"(0.47000000000000003, 0.7000000000000001)",0.47000000000000003,0.7000000000000001,15.061711549758911
"(0.47000000000000003, 0.8)",0.47000000000000003,0.8,15.096279382705688
"(0.47000000000000003, 0.9)",0.47000000000000003,0.9,15.052695751190186
"(0.48, 0.0)",0.48,0.0,15.066128730773926
"(0.48, 0.1)",0.48,0.1,15.08779239654541
"(0.48, 0.2)",0.48,0.2,15.060731649398804
"(0.48, 0.30000000000000004)",0.48,0.30000000000000004,15.050252676010132
"(0.48, 0.4)",0.48,0.4,15.065172672271729
"(0.48, 0.5)",0.48,0.5,15.056686162948608
"(0.48, 0.6000000000000001)",0.48,0.6000000000000001,4.257872104644775
"(0.48, 0.7000000000000001)",0.48,0.7000000000000001,15.091281652450562
"(0.48, 0.8)",0.48,0.8,15.075876951217651
"(0.48, 0.9)",0.48,0.9,15.041522026062012
"(0.49, 0.0)",0.49,0.0,15.05789852142334
"(0.49, 0.1)",0.49,0.1,15.082690954208374
"(0.49, 0.2)",0.49,0.2,15.079388618469238
"(0.49, 0.30000000000000004)",0.49,0.30000000000000004,15.056195974349976
"(0.49, 0.4)",0.49,0.4,15.072930097579956
"(0.49, 0.5)",0.49,0.5,15.040842056274414
"(0.49, 0.6000000000000001)",0.49,0.6000000000000001,15.065257549285889
"(0.49, 0.7000000000000001)",0.49,0.7000000000000001,15.033538103103638
"(0.49, 0.8)",0.49,0.8,15.058483362197876
"(0.49, 0.9)",0.49,0.9,15.066161394119263
